"","eeacellcode","yearmonth","basisofrecord","datasetkey","countrycode","occurrences","isCitizenScience","year","month","Floppy"
"201","10kmE265N194","2019-08","HUMAN_OBSERVATION","2bf7b2c0-34dc-4458-8ee4-4f99fac03b33","PT",1,1,2019,8,NA
"202","10kmE265N194","1979-05","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1979,5,NA
"203","10kmE265N194","1952-11","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1952,11,NA
"204","10kmE265N194","1952-06","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1952,6,NA
"205","10kmE265N194","1940-11","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1940,11,NA
"206","10kmE265N194","1939-08","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1939,8,NA
"207","10kmE265N194","1929-06","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1929,6,NA
"208","10kmE265N194","1927-07","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1927,7,NA
"209","10kmE265N199","2023-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,10,NA
"210","10kmE265N199","2023-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,3,NA
"211","10kmE265N199","2022-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2022,10,NA
"212","10kmE265N199","2021-12","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,12,NA
"213","10kmE265N199","2021-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,9,NA
"214","10kmE265N199","2020-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2020,8,NA
"215","10kmE265N199","2018-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2018,8,NA
"216","10kmE265N199","2017-09","HUMAN_OBSERVATION","2bf7b2c0-34dc-4458-8ee4-4f99fac03b33","PT",1,1,2017,9,NA
"217","10kmE265N199","2017-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2017,9,NA
"218","10kmE265N199","2013-12","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2013,12,NA
"219","10kmE265N199","1971-07","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1971,7,NA
"220","10kmE265N200","2023-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,9,NA
"221","10kmE265N200","2021-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,9,NA
"222","10kmE265N200","2013-12","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2013,12,NA
"223","10kmE265N202","2012-06","PRESERVED_SPECIMEN","834a4794-f762-11e1-a439-00145eb45e9a","PT",1,0,2012,6,NA
"224","10kmE266N176","2023-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,10,NA
"225","10kmE266N176","2023-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,6,NA
"226","10kmE266N176","2023-01","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,1,NA
"227","10kmE266N176","2022-03","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2022,3,NA
"228","10kmE266N176","2022-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,3,NA
"229","10kmE266N176","2021-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,6,NA
"230","10kmE266N176","2021-01","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,1,NA
"231","10kmE266N176","2019-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2019,10,NA
"232","10kmE266N176","1990-06","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1990,6,NA
"233","10kmE266N180","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,8,NA
"234","10kmE266N180","2020-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2020,7,NA
"235","10kmE266N182","2021-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,7,NA
"236","10kmE266N182","1988-06","PRESERVED_SPECIMEN","ceff8c75-950b-4405-a116-60247d1adacb","PT",1,0,1988,6,NA
"237","10kmE266N182","1988-06","PRESERVED_SPECIMEN","834c9918-f762-11e1-a439-00145eb45e9a","PT",2,0,1988,6,NA
"238","10kmE266N191","2023-03","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",2,1,2023,3,NA
"239","10kmE266N191","2014-09","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2014,9,NA
"240","10kmE266N193","2023-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,3,NA
"241","10kmE266N193","2023-02","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,2,NA
"242","10kmE266N193","2021-04","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,4,NA
"243","10kmE266N193","2020-01","HUMAN_OBSERVATION","2bf7b2c0-34dc-4458-8ee4-4f99fac03b33","PT",1,1,2020,1,NA
"244","10kmE266N193","2020-01","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2020,1,NA
"245","10kmE266N193","2019-03","HUMAN_OBSERVATION","2bf7b2c0-34dc-4458-8ee4-4f99fac03b33","PT",1,1,2019,3,NA
"246","10kmE266N193","2019-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2019,3,NA
"247","10kmE266N193","2019-02","HUMAN_OBSERVATION","2bf7b2c0-34dc-4458-8ee4-4f99fac03b33","PT",1,1,2019,2,NA
"248","10kmE266N193","2019-02","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2019,2,NA
"249","10kmE266N193","2016-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2016,5,NA
"250","10kmE266N194","2015-11","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2015,11,NA
"251","10kmE266N200","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,8,NA
"252","10kmE266N200","2022-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",2,1,2022,9,NA
"253","10kmE266N200","2022-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,7,NA
"254","10kmE266N200","2022-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,6,NA
"255","10kmE266N200","2022-02","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,2,NA
"256","10kmE266N200","2020-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2020,10,NA
"257","10kmE266N200","2020-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2020,9,NA
"258","10kmE266N200","2019-09","HUMAN_OBSERVATION","2bf7b2c0-34dc-4458-8ee4-4f99fac03b33","PT",1,1,2019,9,NA
"259","10kmE266N200","2019-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2019,9,NA
"260","10kmE266N200","2019-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2019,8,NA
"261","10kmE266N200","2018-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2018,8,NA
"262","10kmE266N200","2017-02","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",2,1,2017,2,NA
"263","10kmE266N200","2013-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2013,7,NA
"264","10kmE266N201","2023-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2023,9,NA
"265","10kmE266N201","1995-04","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,1995,4,NA
"266","10kmE266N202","2023-04","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,4,NA
"267","10kmE266N202","2022-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,8,NA
"268","10kmE266N202","2022-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,6,NA
"269","10kmE266N202","2021-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,8,NA
"270","10kmE266N202","2021-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,7,NA
"271","10kmE266N202","2019-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2019,8,NA
"272","10kmE267N175","2023-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2023,5,NA
"273","10kmE267N175","2013-03","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2013,3,NA
"274","10kmE267N175","2003-08","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2003,8,NA
"275","10kmE267N176","2023-11","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,11,NA
"276","10kmE267N176","2022-12","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2022,12,NA
"277","10kmE267N176","2021-11","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2021,11,NA
"278","10kmE267N176","2021-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,8,NA
"279","10kmE267N176","2021-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,6,NA
"280","10kmE267N176","2021-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,5,NA
"281","10kmE267N176","2021-04","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,4,NA
"282","10kmE267N176","2021-01","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",2,1,2021,1,NA
"283","10kmE267N176","2020-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2020,7,NA
"284","10kmE267N176","2019-08","HUMAN_OBSERVATION","7a3679ef-5582-4aaa-81f0-8c2545cafc81","PT",1,0,2019,8,NA
"285","10kmE267N176","2017-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2017,9,NA
"286","10kmE267N176","2017-05","HUMAN_OBSERVATION","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","PT",1,1,2017,5,NA
"287","10kmE267N176","2016-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2016,5,NA
"288","10kmE267N176","2015-02","HUMAN_OBSERVATION","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","PT",1,1,2015,2,NA
"289","10kmE267N176","1988-06","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1988,6,NA
"290","10kmE267N181","1968-04","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1968,4,NA
"291","10kmE267N182","2023-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,6,NA
"292","10kmE267N183","2023-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,6,NA
"293","10kmE267N183","2022-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,6,NA
"294","10kmE267N183","2016-08","HUMAN_OBSERVATION","7a3679ef-5582-4aaa-81f0-8c2545cafc81","PT",1,0,2016,8,NA
"295","10kmE267N183","1985-09","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1985,9,NA
"296","10kmE267N184","2021-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,7,NA
"297","10kmE267N184","2020-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2020,8,NA
"298","10kmE267N185","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,8,NA
"299","10kmE267N185","2022-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,8,NA
"300","10kmE267N185","2014-03","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2014,3,NA
"301","10kmE267N187","2023-03","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2023,3,NA
"302","10kmE267N187","2023-02","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2023,2,NA
"303","10kmE267N187","2022-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,3,NA
"304","10kmE267N187","2015-12","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",2,0,2015,12,NA
"305","10kmE267N187","2014-03","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2014,3,NA
"306","10kmE267N187","2009-03","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2009,3,NA
"307","10kmE267N187","1981-09","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1981,9,NA
"308","10kmE267N188","2009-03","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2009,3,NA
"309","10kmE267N188","1998-06","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,1998,6,NA
"310","10kmE267N191","2023-04","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,4,NA
"311","10kmE267N191","2023-02","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,2,NA
"312","10kmE267N191","2022-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,3,NA
"313","10kmE267N191","2019-04","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2019,4,NA
"314","10kmE267N191","2014-06","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2014,6,NA
"315","10kmE267N191","2014-04","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2014,4,NA
"316","10kmE267N191","2005-07","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2005,7,NA
"317","10kmE267N191","1952-06","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1952,6,NA
"318","10kmE267N192","2014-02","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2014,2,NA
"319","10kmE267N192","2009-03","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2009,3,NA
"320","10kmE267N193","2021-04","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,4,NA
"321","10kmE267N193","2013-03","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2013,3,NA
"322","10kmE267N194","2023-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,6,NA
"323","10kmE267N202","2023-02","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,2,NA
"324","10kmE267N202","2022-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",2,1,2022,9,NA
"325","10kmE267N202","2022-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,8,NA
"326","10kmE267N202","2021-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,8,NA
"327","10kmE267N202","2021-08","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","PT",1,0,2021,8,NA
"328","10kmE267N202","2020-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2020,8,NA
"329","10kmE267N202","2019-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2019,8,NA
"330","10kmE267N202","2016-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",4,1,2016,9,NA
"331","10kmE267N202","2012-08","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2012,8,NA
"332","10kmE267N202","2011-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",2,1,2011,8,NA
"333","10kmE267N202","2010-05","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2010,5,NA
"334","10kmE267N202","1980-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,1980,3,NA
"335","10kmE268N175","2021-12","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,12,NA
"336","10kmE268N175","2021-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,6,NA
"337","10kmE268N175","2021-04","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,4,NA
"338","10kmE268N175","2020-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2020,7,NA
"339","10kmE268N175","2008-01","PRESERVED_SPECIMEN","85714c48-f762-11e1-a439-00145eb45e9a","PT",1,0,2008,1,NA
"340","10kmE268N179","2016-04","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2016,4,NA
"341","10kmE268N187","2022-02","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,2,NA
"342","10kmE268N187","2021-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,8,NA
"343","10kmE268N187","2018-03","HUMAN_OBSERVATION","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","PT",1,1,2018,3,NA
"344","10kmE268N188","2023-04","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,4,NA
"345","10kmE268N188","2019-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2019,7,NA
"346","10kmE268N189","2022-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,7,NA
"347","10kmE268N189","2019-06","HUMAN_OBSERVATION","2bf7b2c0-34dc-4458-8ee4-4f99fac03b33","PT",1,1,2019,6,NA
"348","10kmE268N189","2019-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2019,6,NA
"349","10kmE268N189","2014-04","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2014,4,NA
"350","10kmE268N190","2018-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2018,9,NA
"351","10kmE268N190","2015-02","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2015,2,NA
"352","10kmE268N190","2009-05","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2009,5,NA
"353","10kmE268N190","2008-11","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2008,11,NA
"354","10kmE268N190","2008-04","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2008,4,NA
"355","10kmE268N190","2007-04","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2007,4,NA
"356","10kmE268N190","1978-06","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1978,6,NA
"357","10kmE268N191","2022-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,5,NA
"358","10kmE268N191","2022-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,3,NA
"359","10kmE268N191","2015-04","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2015,4,NA
"360","10kmE268N191","2008-07","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2008,7,NA
"361","10kmE268N191","1939-09","PRESERVED_SPECIMEN","835ac57e-f762-11e1-a439-00145eb45e9a","PT",1,0,1939,9,NA
"362","10kmE268N192","2021-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,3,NA
"363","10kmE268N202","2012-08","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",2,0,2012,8,NA
"364","10kmE268N203","2023-04","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,4,NA
"365","10kmE268N203","2022-04","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2022,4,NA
"366","10kmE268N203","2021-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2021,10,NA
"367","10kmE268N203","2020-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2020,8,NA
"368","10kmE268N203","2015-05","PRESERVED_SPECIMEN","a559e942-0fbe-4f09-93ca-28cf244ce2a0","PT",1,0,2015,5,NA
"369","10kmE268N203","2014-02","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2014,2,NA
"370","10kmE268N203","2012-08","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2012,8,NA
"371","10kmE268N203","1931-04","PRESERVED_SPECIMEN","a559e942-0fbe-4f09-93ca-28cf244ce2a0","PT",1,0,1931,4,NA
"372","10kmE269N175","2024-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",7,1,2024,3,NA
"373","10kmE269N175","2024-02","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2024,2,NA
"374","10kmE269N175","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,8,NA
"375","10kmE269N175","2023-04","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2023,4,NA
"376","10kmE269N175","2022-09","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","PT",1,0,2022,9,NA
"377","10kmE269N175","2022-03","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",2,1,2022,3,NA
"378","10kmE269N175","2022-02","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,2,NA
"379","10kmE269N175","2021-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",2,1,2021,5,NA
"380","10kmE269N175","2021-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",2,1,2021,3,NA
"381","10kmE269N175","2014-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2014,8,NA
"382","10kmE269N175","2012-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2012,9,NA
"383","10kmE269N175","2006-08","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2006,8,NA
"384","10kmE269N175","2001-06","PRESERVED_SPECIMEN","835852b2-f762-11e1-a439-00145eb45e9a","PT",1,0,2001,6,NA
"385","10kmE269N175","2001-06","PRESERVED_SPECIMEN","834c9918-f762-11e1-a439-00145eb45e9a","PT",1,0,2001,6,NA
"386","10kmE269N203","2023-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2023,9,NA
"387","10kmE269N203","2023-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2023,8,NA
"388","10kmE269N203","2022-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,9,NA
"389","10kmE269N203","2022-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2022,5,NA
"390","10kmE269N203","2022-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","PT",1,1,2022,3,NA
"391","10kmE269N203","2012-08","HUMAN_OBSERVATION","7fe3eb5c-42bd-49d7-a30b-82c353ef6575","PT",1,0,2012,8,NA
"392","10kmE269N204","2022-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","PT",1,1,2022,7,NA
"393","10kmE269N204","2021-08","HUMAN_OBSERVATION","7a3679ef-5582-4aaa-81f0-8c2545cafc81","PT",1,0,2021,8,NA
